FID,aminity,lat,lon,name,addressline,type,info
budovy_ksk.227421,Shop,48.7396339,21.2512594, , ,retail,"{""web"": ""none""}"
budovy_ksk.227424,School,48.7407061,21.2511076, , ,kindergarten,"{""web"": ""none""}"
budovy_ksk.227425,School,48.7406142,21.2533617, , ,school,"{""web"": ""none""}"
budovy_ksk.227426,School,48.7409421,21.2541244, , ,school,"{""web"": ""none""}"
budovy_ksk.227427,School,48.7409801,21.2535491, , ,school,"{""web"": ""none""}"
budovy_ksk.227434,School,48.740783,21.2538427, , ,school,"{""web"": ""none""}"
budovy_ksk.227474,Job,48.7410768,21.2553029, , ,office,"{""web"": ""none""}"
budovy_ksk.227539,Job,48.7419173,21.252244, , ,industrial,"{""web"": ""none""}"
budovy_ksk.228399,Job,48.7374342,21.2500416, , ,industrial,"{""web"": ""none""}"
budovy_ksk.228462,Job,48.7375041,21.2499848, , ,industrial,"{""web"": ""none""}"
budovy_ksk.229138,School,48.7360691,21.2449575, , ,school,"{""web"": ""none""}"
budovy_ksk.229156,School,48.7346877,21.2461463, , ,school,"{""web"": ""none""}"
budovy_ksk.229737,Shop,48.7363355,21.2441168, , ,retail,"{""web"": ""none""}"
budovy_ksk.229776,Shop,48.7362476,21.2442032, , ,retail,"{""web"": ""none""}"
budovy_ksk.229860,Job,48.7343297,21.2386744, , ,office,"{""web"": ""none""}"
budovy_ksk.229878,Job,48.7339149,21.2382828, , ,office,"{""web"": ""none""}"
budovy_ksk.229893,Shop,48.7300024,21.2402834,Podnikateľské centrum, ,commercial,"{""web"": ""none""}"
budovy_ksk.229895,Shop,48.7304156,21.2422986, , ,commercial,"{""web"": ""none""}"
budovy_ksk.230201,School,48.730289,21.2377586, , ,school,"{""web"": ""none""}"
budovy_ksk.230202,School,48.7306544,21.2377104, , ,school,"{""web"": ""none""}"
budovy_ksk.232019,Shop,48.7188002,21.2450496,Deutsche Telekom IT Solutions, ,commercial,"{""web"": ""none""}"
budovy_ksk.233375,Shop,48.7181279,21.2455459,Cassovar Business Center II, ,commercial,"{""web"": ""none""}"
budovy_ksk.233736,Shop,48.7395391,21.2664672, , ,commercial,"{""web"": ""none""}"
budovy_ksk.251104,Shop,48.7170717,21.2498981,Business Centre Košice, ,commercial,"{""web"": ""none""}"
budovy_ksk.251540,Shop,48.7064376,21.2392213,Billa, ,retail,"{""web"": ""none""}"
budovy_ksk.255197,School,48.7262977,21.2423877, , ,school,"{""web"": ""none""}"
budovy_ksk.256009,Shop,48.7257139,21.2770693, , ,retail,"{""web"": ""none""}"
budovy_ksk.256022,Shop,48.7245401,21.2541072, , ,commercial,"{""web"": ""none""}"
budovy_ksk.258909,Shop,48.7059853,21.2448352,Aston Building, ,commercial,"{""web"": ""none""}"
budovy_ksk.260973,School,48.7040096,21.2457947, , ,school,"{""web"": ""none""}"
budovy_ksk.261219,Shop,48.7305439,21.2432005,HPK business center, ,commercial,"{""web"": ""none""}"
budovy_ksk.261220,Shop,48.7304047,21.2420133, , ,commercial,"{""web"": ""none""}"
budovy_ksk.261221,Shop,48.7303447,21.2421165, , ,commercial,"{""web"": ""none""}"
budovy_ksk.261222,Shop,48.7302924,21.242157, , ,commercial,"{""web"": ""none""}"
budovy_ksk.261223,Shop,48.7302054,21.2422004, , ,commercial,"{""web"": ""none""}"
budovy_ksk.261235,Shop,48.721518,21.2513914, , ,commercial,"{""web"": ""none""}"
budovy_ksk.261286,Shop,48.7167869,21.2546059,Polyfunkčný objekt Grešákova, ,commercial,"{""web"": ""none""}"
budovy_ksk.261268,Shop,48.7037912,21.2350191, , ,commercial,"{""web"": ""none""}"
budovy_ksk.261269,Shop,48.7035406,21.2353327, , ,commercial,"{""web"": ""none""}"
budovy_ksk.261650,Shop,48.7020992,21.218839,Auto-Moto-Mix, ,commercial,"{""web"": ""none""}"
budovy_ksk.261651,Shop,48.7070167,21.2470678,BCT-2, ,commercial,"{""web"": ""none""}"
budovy_ksk.261660,Shop,48.7432754,21.2688695,EcoPoint Office Center, ,commercial,"{""web"": ""none""}"
budovy_ksk.261934,Shop,48.7410611,21.2560408,Fresh Plus, ,retail,"{""web"": ""none""}"
budovy_ksk.262694,Shop,48.7430629,21.2682505,EcoPoint Office Center 2, ,commercial,"{""web"": ""none""}"
budovy_ksk.262918,Transport,48.72345,21.2671571,Železničná stanica Košice, ,train_station,"{""web"": ""none""}"
budovy_ksk.262956,Shop,48.7423492,21.2401891, , ,retail,"{""web"": ""none""}"
budovy_ksk.263115,School,48.7052801,21.247116,"Športová škola Košice, regeneračné stredisko", ,school,"{""web"": ""none""}"
budovy_ksk.263511,Shop,48.7188883,21.268614, , ,retail,"{""web"": ""none""}"
budovy_ksk.263783,School,48.7176802,21.2537155, , ,college,"{""web"": ""none""}"
budovy_ksk.264722,Shop,48.7063454,21.2460766,"R-STANA, s.r.o", ,commercial,"{""web"": ""none""}"
budovy_ksk.264745,Shop,48.7212911,21.2635762, , ,commercial,"{""web"": ""none""}"
budovy_ksk.265463,Transport,48.7227652,21.2673583, , ,train_station,"{""web"": ""none""}"
budovy_ksk.265530,Job,48.7372371,21.2374319,Dom hostí, ,office,"{""web"": ""none""}"
budovy_ksk.265533,Shop,48.7009071,21.2222016, , ,commercial,"{""web"": ""none""}"
budovy_ksk.266625,Shop,48.7271463,21.2554246, , ,commercial,"{""web"": ""none""}"
budovy_ksk.266665,Shop,48.7159531,21.2489567, , ,commercial,"{""web"": ""none""}"
budovy_ksk.266666,Shop,48.7175671,21.265095,Duett II., ,commercial,"{""web"": ""none""}"
budovy_ksk.267092,Job,48.7234727,21.2284236, , ,office,"{""web"": ""none""}"
budovy_ksk.267100,Shop,48.743489,21.2651194, , ,commercial,"{""web"": ""none""}"
budovy_ksk.268525,Shop,48.7173405,21.2644475,Duett I., ,commercial,"{""web"": ""none""}"
budovy_ksk.268559,Shop,48.7400466,21.2564666,Farmfoods, ,retail,"{""web"": ""none""}"
budovy_ksk.269802,Transport,48.7156651,21.2384922, , ,parking,"{""web"": ""none""}"
budovy_ksk.271305,Transport,48.7166027,21.2397359, , ,parking,"{""web"": ""none""}"
budovy_ksk.272188,Shop,48.7335039,21.2613649,Lahoda, ,retail,"{""web"": ""none""}"
budovy_ksk.272720,Shop,48.7213084,21.261619, , ,retail,"{""web"": ""none""}"
budovy_ksk.273286,Job,48.7361347,21.2666061, , ,industrial,"{""web"": ""none""}"
budovy_ksk.273287,Job,48.7368833,21.2639797, , ,industrial,"{""web"": ""none""}"
budovy_ksk.273289,Job,48.7375172,21.2645334, , ,industrial,"{""web"": ""none""}"
budovy_ksk.273292,Job,48.7402739,21.2597651, , ,industrial,"{""web"": ""none""}"
budovy_ksk.273293,Job,48.7404739,21.2594444, , ,industrial,"{""web"": ""none""}"
budovy_ksk.286321,Shop,48.7228103,21.2656719, , ,retail,"{""web"": ""none""}"
budovy_ksk.289944,Shop,48.7309672,21.2417624,OC Merkúr, ,retail,"{""web"": ""none""}"
budovy_ksk.289945,School,48.7095222,21.2408799, , ,school,"{""web"": ""none""}"
budovy_ksk.3,Shop,48.7199868,21.2123105,Lidl, , ,"{""web"": ""none""}"
budovy_ksk.48,Shop,48.7000387,21.2353991,Kaufland, , ,"{""web"": ""none""}"
budovy_ksk.338,Shop,48.7125664,21.2276116,Lidl, , ,"{""web"": ""none""}"
budovy_ksk.13106,Shop,48.7426825,21.2782346,Lidl, , ,"{""web"": ""none""}"
budovy_ksk.29908,Shop,48.7072664,21.2441277,Lidl, , ,"{""web"": ""none""}"
budovy_ksk.178534,Green place,48.7134065,21.2463863,Steel aréna - parkovací dom, , ,"{""web"": ""none""}"
budovy_ksk.256264,Green place,48.7242742,21.2622205,Ostraha parku, , ,"{""web"": ""none""}"
budovy_ksk.256267,Green place,48.7220688,21.2636444,Burger Mestský park, , ,"{""web"": ""none""}"
ustavne_zdrav_zariadenia.fid--1024a340_187273c7313_-527c,Hospital,48.707791,21.257309,"Všeobecná nemocnica, Rastislavova, Košice-Juh, (Univerzitná nemocnica L. Pasteura Košice)","Rastislavova 43, 04190 Košice-Juh, Slovenská republika",všeobecná nemocnica,"{""odborni_zastupcovania"": ""PhDr. Agnesa Stojni\u010dov\u00e1 ako in\u00fd zdravotn\u00edcky pracovn\u00edk - psychol\u00f3g, Mgr. Gabriela Timkov\u00e1 ako p\u00f4rodn\u00e1 asistentka, PhDr. Jana Jackov\u00e1, MPH ako sestra, MUDr. \u013duboslav Be\u0148a , PhD. ako lek\u00e1r, MUDr. Du\u0161an Hrubala, CSc. ako zubn\u00fd lek\u00e1r""}"
ustavne_zdrav_zariadenia.fid--1024a340_187273c7313_-5278,Hospital,48.71281,21.239186,"Mobilný hospic, MUDr. Ladislav Deák, Košice-Západ, (SVETIELKO POMOCI n.o.)","Pražská 4, 04011 Košice-Západ, Slovenská republika",mobilný hospic,"{""odborni_zastupcovania"": ""MUDr. Ladislav De\u00e1k ako lek\u00e1r""}"
ustavne_zdrav_zariadenia.fid--1024a340_187273c7313_-5272,Hospital,48.723221,21.236872,"Všeobecná nemocnica, Trieda SNP, Košice-Západ, (Detská fakultná nemocnica Košice)","Trieda SNP 1, 04011 Košice-Západ, Slovenská republika",všeobecná nemocnica,"{""odborni_zastupcovania"": ""PhDr. Ren\u00e1ta Pop\u00edkov\u00e1 ako sestra, Ing. Dana \u0160ulekov\u00e1 ako nutri\u010dn\u00fd terapeut, doc. MUDr. Milan Kuchta, CSc. ako lek\u00e1r""}"
ustavne_zdrav_zariadenia.fid--1024a340_187273c7313_-5269,Hospital,48.712804,21.257588,"Špecializovaná nemocnica, Skladná, Košice-Juh, (Centrum pre liečbu drogových závislostí Košice)","Skladná 2, 04001 Košice-Juh, Slovenská republika",špecializovaná nemocnica,"{""odborni_zastupcovania"": ""Mgr. Silvia Roha\u013eov\u00e1 ako in\u00fd zdravotn\u00edcky pracovn\u00edk - psychol\u00f3g, Eva Duchov\u00e1 ako sestra, MUDr. Boris Bodn\u00e1r ako lek\u00e1r""}"
ustavne_zdrav_zariadenia.fid--1024a340_187273c7313_-5268,Hospital,48.70883,21.254202,"Špecializovaná nemocnica, Rastislavova, Košice-Juh, (Inštitút nukleárnej a molekulárnej medicíny)","Rastislavova 43, 04001 Košice-Juh, Slovenská republika",špecializovaná nemocnica,"{""odborni_zastupcovania"": ""PhDr. Monika Kocanov\u00e1 ako sestra, doc. MUDr. J\u00e1n Lepej, CSc. ako lek\u00e1r""}"
ustavne_zdrav_zariadenia.fid--1024a340_187273c7313_-5263,Hospital,48.726817,21.250076,"Špecializovaná nemocnica, Strojárenská, Košice-Staré Mesto, (Vysokošpecializovaný odborný ústav geriatrický sv. Lukáša v Košiciach n. o.)","Strojárenská 1099/13, 04001 Košice-Staré Mesto, Slovenská republika",špecializovaná nemocnica,"{""odborni_zastupcovania"": ""Mgr. Silvia Bodn\u00e1rov\u00e1 ako sestra, MUDr. Val\u00e9ria Tarabov\u00e1 ako lek\u00e1r""}"
ustavne_zdrav_zariadenia.fid--1024a340_187273c7313_-5261,Hospital,48.726892,21.250107,"Hospic, Strojárenská, Košice-Staré Mesto, (Vysokošpecializovaný odborný ústav geriatrický sv. Lukáša v Košiciach n. o.)","Strojárenská 13, 04001 Košice-Staré Mesto, Slovenská republika",hospic,"{""odborni_zastupcovania"": ""PhDr. Miriam S\u00fdkorov\u00e1 ako sestra, MUDr. Dominika Novotn\u00e1 ako lek\u00e1r""}"
ustavne_zdrav_zariadenia.fid--1024a340_187273c7313_-525f,Hospital,48.72131,21.240865,"Špecializovaná nemocnica, Ondavská, Košice-Západ, (Východoslovenský ústav srdcových a cievnych chorôb, a.s.)","Ondavská 2385/8, 04011 Košice-Západ, Slovenská republika",špecializovaná nemocnica,"{""odborni_zastupcovania"": ""Mgr. Tatiana Valkov\u00e1 ako sestra, MUDr. \u0160tefan Luka\u010d\u00edn, PhD. ako lek\u00e1r""}"
ustavne_zdrav_zariadenia.fid--1024a340_187273c7313_-525d,Hospital,48.709149,21.255333,"Špecializovaná nemocnica, Rastislavova, Košice-Juh, (Východoslovenský onkologický ústav, a.s.)","Rastislavova 785/43, 04001 Košice-Juh, Slovenská republika",špecializovaná nemocnica,"{""odborni_zastupcovania"": ""MUDr. Igor Jen\u010do ako lek\u00e1r, PhDr. \u013duba Palkov\u00e1, PhD., MPH ako sestra""}"
ustavne_zdrav_zariadenia.fid--1024a340_187273c7313_-525c,Hospital,48.728042,21.259114,"Všeobecná nemocnica, Masarykova, Košice-Staré Mesto, (Železničné zdravotníctvo Košice, s.r.o.)","Masarykova 9, 04001 Košice-Staré Mesto, Slovenská republika",všeobecná nemocnica,"{""odborni_zastupcovania"": ""Mgr. Eva Kav\u010d\u00e1kov\u00e1 ako fyzioterapeut, Mgr. M\u00e1ra Len\u00e1rtov\u00e1, MPH ako sestra, MUDr. M\u00e1ria Gruliingov\u00e1 ako lek\u00e1r""}"
ustavne_zdrav_zariadenia.fid--1024a340_187273c7313_-525b,Hospital,48.71281,21.239186,"Mobilný hospic, MUDr. Ladislav Deák, Košice-Západ, (SVETIELKO POMOCI n.o.)","Pražská 4, 04011 Košice-Západ, Slovenská republika",mobilný hospic,"{""odborni_zastupcovania"": ""MUDr. Ladislav De\u00e1k ako lek\u00e1r""}"
ustavne_zdrav_zariadenia.fid--1024a340_187273c7313_-5251,Hospital,48.722164,21.237415,"Všeobecná nemocnica, Trieda SNP, Košice-Západ, (Detská fakultná nemocnica Košice)","Trieda SNP 457/1, 04011 Košice-Západ, Slovenská republika",všeobecná nemocnica,"{""odborni_zastupcovania"": ""PhDr. Miriam Mati, MPH ako sestra, MUDr. Jana Kaiferov\u00e1, PhD. ako zubn\u00fd lek\u00e1r, doc. MUDr. Milan Kuchta, CSc. ako lek\u00e1r""}"
ustavne_zdrav_zariadenia.fid--1024a340_187273c7313_-5250,Hospital,48.709149,21.255333,"Všeobecná nemocnica, Rastislavova, Košice-Juh, (Univerzitná nemocnica L. Pasteura Košice)","Rastislavova 785/43, 04001 Košice-Juh, Slovenská republika",všeobecná nemocnica,"{""odborni_zastupcovania"": ""PhDr. Ingrida Lasokov\u00e1 ako p\u00f4rodn\u00e1 asistentka, PhDr. Alena Kellnerov\u00e1, MPH, DiS ako sestra, MUDr. Stanislav Andrejko ako zubn\u00fd lek\u00e1r, PhDr. Agnesa Stojni\u010dov\u00e1 ako in\u00fd zdravotn\u00edcky pracovn\u00edk - psychol\u00f3g, MUDr. \u013duboslav Be\u0148a , PhD. ako lek\u00e1r""}"
ustavne_zdrav_zariadenia.fid--1024a340_187273c7313_-524f,Hospital,48.722164,21.237415,"Všeobecná nemocnica, Trieda SNP, Košice-Západ, (Univerzitná nemocnica L. Pasteura Košice)","Trieda SNP 457/1, 04011 Košice-Západ, Slovenská republika",všeobecná nemocnica,"{""odborni_zastupcovania"": ""PhDr. Agnesa Stojni\u010dov\u00e1 ako in\u00fd zdravotn\u00edcky pracovn\u00edk - psychol\u00f3g, PhDr. Ingrida Lasokov\u00e1 ako p\u00f4rodn\u00e1 asistentka, PhDr. Alena Kellnerov\u00e1, MPH, DiS ako sestra, MUDr. \u013duboslav Be\u0148a , PhD. ako lek\u00e1r, MUDr. Stanislav Andrejko ako zubn\u00fd lek\u00e1r""}"
ustavne_zdrav_zariadenia.fid--1024a340_187273c7313_-524e,Hospital,48.725707,21.251402,"Špecializovaná nemocnica, Bačíkova, Košice-Staré Mesto, (Akadémia Košice, n.o.)","Bačíkova 321/7, 04001 Košice-Staré Mesto, Slovenská republika",špecializovaná nemocnica,"{""odborni_zastupcovania"": ""MUDr. Andrej Jen\u010da, PhD., MBA ako lek\u00e1r, MUDr. Adri\u00e1na Petr\u00e1\u0161ov\u00e1, PhD. ako zubn\u00fd lek\u00e1r, Mgr. Anna Va\u0161utov\u00e1 ako sestra, MUDr. \u0160tefan Kujan\u00edk, MBA ako lek\u00e1r""}"
lekarne_ksk.fid--1024a340_187273c7313_-5edd,Drug store,48.717822,21.250198,Lekáreň ART,"Čajakova 1192/2, 04001 Košice-Staré Mesto, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. M\u00e1ria \u0160eb\u00edkov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5eda,Drug store,48.707026,21.257608,Lekáreň AVION,"Rastislavova 786/45, 04001 Košice-Juh, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Sl\u00e1vka Bar\u010dovsk\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5ed8,Drug store,48.711685,21.259759,Lekáreň BELLIS,"Južná trieda 2299/27, 04001 Košice-Juh, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Jana Medl\u00edkov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5ed7,Drug store,48.728767,21.241499,Lekáreň BETULA,"Letná 11/45, 04001 Košice-Sever, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Michaela Petrovi\u010dov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5ed5,Drug store,48.722641,21.252702,Lekáreň CASSIA,"Poštová 542/15, 04001 Košice-Staré Mesto, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Daniela \u0160ikorsk\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5ecd,Drug store,48.728294,21.260174,Lekáreň GRAM,"Masarykova 1639/17, 04001 Košice-Staré Mesto, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Adriana Michalikov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5ec7,Drug store,48.707026,21.257609,Lekáreň BOTICA,"Rastislavova 786/45, 04001 Košice-Juh, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Monika Hu\u013eov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5ec1,Drug store,48.726774,21.254544,Lekáreň MARATÓN,"Hlavná 61/116, 04001 Košice-Staré Mesto, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Viera Mazurov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5ebc,Drug store,48.720565,21.240898,Lekáreň MILIANA,"Ondavská 1796/10/C, 04011 Košice-Západ, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Anna D\u00f3ciov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5eb7,Drug store,48.714765,21.216094,Lekáreň Dr. Max,"Cottbuská 1581/13, 04023 Košice-Sídlisko KVP, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Viktor Krokavec""}"
lekarne_ksk.fid--1024a340_187273c7313_-5eb4,Drug store,48.745311,21.246219,Lekáreň PHARMACOPOLA,"Cesta pod Hradovou 810/13A, 04001 Košice-Sever, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PhMr. Magdal\u00e9na Siklenkov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5eb0,Drug store,48.720606,21.258706,Lekáreň Dr. Max,"Mlynská 104/1, 04001 Košice-Staré Mesto, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Martina Balogov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5eae,Drug store,48.710226,21.232813,Lekáreň BENU,"Gudernova 292/3, 04011 Košice-Západ, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Marta \u0160olt\u00e9sov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5ea7,Drug store,48.715359,21.230156,Lekáreň SYNDIPHARMA,"Brigádnická 2276/2, 04011 Košice-Západ, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Danica Bo\u0161ansk\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5ea5,Drug store,48.70813,21.237199,Lekáreň TERASA,"Trieda SNP 339/88, 04011 Košice-Západ, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Veronika Babin\u010d\u00e1kov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5ea1,Drug store,48.698646,21.251595,Lekáreň BENU,"OC CASSOVIA, Pri prachárni 3709/2, 04011 Košice-Juh, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. J\u00falia Surov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5ea0,Drug store,48.73383,21.283882,Lekáreň TORYSA,"Lackova 790/13, 04018 Košice-Krásna, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Marianna \u017dit\u0148anov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e9e,Drug store,48.72161,21.261904,Lekáreň U DAMIÁNA,"Mlynská 898/26, 04001 Košice-Staré Mesto, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Milica Juh\u00e1szov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e99,Drug store,48.711591,21.21398,Lekáreň UNION PLUS,"Moskovská Trieda 3117/1, 04023 Košice-Sídlisko KVP, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. \u017daneta Vyso\u010danov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e98,Drug store,48.727557,21.246434,Lekáreň VÁHY,"Zimná 1147/20, 04001 Košice-Staré Mesto, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Sv\u011btlana Nut\u00e1rov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e95,Drug store,48.707854,21.259864,Lekáreň ZDRAVOMAX,"Mudroňova 625/29, 04001 Košice-Juh, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Martina Megelov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e94,Drug store,48.735692,21.247665,Lekáreň ZELENÁ LEKÁREŇ,"Komenského Park 69/61, 04001 Košice-Sever, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Zuzana Nezbedov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e89,Drug store,48.715256,21.238465,Lekáreň BENU,"OC Galéria, Toryská 2297/5, 04011 Košice-Západ, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. O\u013ega Lechmanov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e88,Drug store,48.723538,21.258569,Lekáreň ZDRAVIE,"Kováčska 255/37, 04001 Košice-Staré Mesto, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. M\u00e1ria B\u00edre\u0161ov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e87,Drug store,48.695907,21.239004,Lekáreň Dr. Max,"Moldavská cesta 2700/32, 04011 Košice-Juh, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Viera \u0160paldov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e84,Drug store,48.721242,21.23872,Lekáreň ZORA,"Ondavská 2/A, 04011 Košice-Západ, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Monika Fo\u013evarsk\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e82,Drug store,48.726566,21.245656,Lekáreň TIP – TOP,"Československej armády 1175/18, 04001 Košice-Staré Mesto, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Matej Koles\u00e1r""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e81,Drug store,48.717054,21.268997,Lekáreň NA KRIVEJ,"Krivá 2986/17, 04001 Košice-Juh, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Du\u0161an Pribula""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e7c,Drug store,48.700056,21.236524,Lekáreň Dr. MAX,"OD Kaufland, Popradská 2277/92, 04011 Košice-Západ, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Adri\u00e1na Hricov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e79,Drug store,48.713658,21.236718,Lekáreň PRI DATASE,"Toryská 2288, 04011 Košice-Západ, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Michala Bir\u010d\u00e1kov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e78,Drug store,48.708961,21.25786,Lekáreň ADONAI,"Smetanova 773/2, 04001 Košice-Juh, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Elena Gre\u0161\u0161ov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e6d,Drug store,48.713561,21.230944,Lekáreň TORYSKÁ,"Toryská 275/1, 04011 Košice-Západ, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Iveta \u0160tenkov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e68,Drug store,48.71296,21.211501,Lekáreň ISKRA,"Čordákova 1207/2, 04023 Košice-Sídlisko KVP, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. M\u00e1ria Babin\u010d\u00e1kov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e67,Drug store,48.709127,21.204696,Lekáreň MYSLAVA,"Myslavská 644/190A, 04016 Košice-Myslava, Slovenská republika",pobočka verejnej lekárne,"{""odborni_zastupcovania"": ""PharmDr. Helena Svobodov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e5a,Drug store,48.722164,21.237415,VZP PROTETIKA,"Trieda SNP 457/1, 04011 Košice-Západ, Slovenská republika",výdajňa zdravotníckych pomôcok,"{""odborni_zastupcovania"": ""Dana Kov\u00e1\u010dov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e58,Drug store,48.727612,21.249436,VZP SANITAS -  KE,"Jesenná 1140/9, 04001 Košice-Staré Mesto, Slovenská republika",výdajňa zdravotníckych pomôcok,"{""odborni_zastupcovania"": ""M\u00e1ria Marczellov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e57,Drug store,48.740626,21.243336,VZP SPOT,"Čermeľská cesta 1452/1, 04001 Košice-Sever, Slovenská republika",výdajňa zdravotníckych pomôcok,"{""odborni_zastupcovania"": ""Helena Kurutzov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e56,Drug store,48.720563,21.264892,VZP STOMIA – ZP s.r.o.,"Staničné námestie 2906/1, 04001 Košice-Staré Mesto, Slovenská republika",výdajňa zdravotníckych pomôcok,"{""odborni_zastupcovania"": ""Mgr. Andrea Olej\u00e1rov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e55,Drug store,48.715694,21.259353,VZP VICTORIA,"Fejova 1528/1, 04001 Košice-Juh, Slovenská republika",výdajňa zdravotníckych pomôcok,"{""odborni_zastupcovania"": ""Janka Betkov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e53,Drug store,48.722164,21.237415,VZP MEDI COOL,"Trieda SNP 457/1, 04011 Košice-Západ, Slovenská republika",výdajňa zdravotníckych pomôcok,"{""odborni_zastupcovania"": ""MVDr. M\u00e1ria Boj\u010d\u00edkov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e51,Drug store,48.709794,21.249236,VZP  EMPATIA,"Blesková 1698/12, 04001 Košice-Juh, Slovenská republika",výdajňa zdravotníckych pomôcok,"{""odborni_zastupcovania"": ""PharmDr. L\u00edvia Pichov\u00e1""}"
